step,pwm_l,pwm_r,comp_sig,enc_l,enc_r,target_left,target_right
733,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
734,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
735,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
736,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
737,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
738,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
739,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
740,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
741,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
742,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
743,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
744,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
745,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
746,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
747,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
748,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
749,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
750,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
751,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
752,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
753,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
754,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
755,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
756,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
757,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
758,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
759,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
760,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
761,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
762,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
763,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
764,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
765,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
766,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
767,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
768,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
769,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
770,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
771,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
772,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
773,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
774,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
775,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
776,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
777,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
778,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
779,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
780,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
781,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
782,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
783,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
784,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
785,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
786,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
787,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
788,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
789,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
790,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
791,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
792,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
793,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
794,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
795,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
796,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
797,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
798,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
799,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
800,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
801,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
802,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
803,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
804,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
805,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
806,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
807,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
808,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
809,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
810,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
811,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
812,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
813,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
814,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
815,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
816,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
817,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
818,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
819,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
820,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
821,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
822,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
823,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
824,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
825,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
826,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
827,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
828,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
829,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
830,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
831,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
832,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
833,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
834,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
835,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
836,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
837,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
838,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
839,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
840,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
841,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
842,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
843,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
844,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
845,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
846,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
847,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
848,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
849,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
850,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
851,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
852,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
853,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
854,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
855,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
856,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
857,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
858,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
859,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
860,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
861,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
862,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
863,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
864,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
865,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
866,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
867,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
868,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
869,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
870,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
871,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
872,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
873,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
874,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
875,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
876,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
877,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
878,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
879,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
880,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
881,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
882,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
883,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
884,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
885,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
886,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
887,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
888,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
889,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
890,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
891,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
892,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
893,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
894,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
895,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
896,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
897,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
898,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
899,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
900,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
901,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
902,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
903,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
904,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
905,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
906,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
907,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
908,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
909,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
910,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
911,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
912,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
913,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
914,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
915,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
916,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
917,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
918,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
919,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
920,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
921,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
922,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
923,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
924,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
925,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
926,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
927,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
928,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
929,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
930,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
931,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
932,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
933,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
934,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
935,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
936,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
937,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
938,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
939,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
940,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
941,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
942,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
943,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
944,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
945,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
946,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
947,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
948,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
949,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
950,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
951,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
952,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
953,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
954,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
955,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
956,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
957,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
958,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
959,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
960,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
961,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
962,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
963,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
964,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
965,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
966,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
967,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
968,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
969,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
970,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
971,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
972,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
973,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
974,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
975,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
976,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
977,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
978,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
979,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
980,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
981,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
982,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
983,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
984,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
985,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
986,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
987,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
988,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
989,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
990,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
991,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
992,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
993,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
994,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
995,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
996,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
997,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
998,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
999,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
1000,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
1001,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
